,ss_username,cf_username,cf_rating,cc_username,cc_rating
510,divyansh_0602,divyansh_0602,1672.1,vitruvian_0602,2050
511,prakash11,prakash11,1671.2,prakash1108,2049
512,dhawal,dhawalupadhyay,1671.2,dhawalupadhyay,2049
513,bkhanale,bhushan_,1680,bhushan_,2048
514,yashbarot291,yashbarot291,1948,yashbarot291,2048
515,c_utkarsh,c_utkarsh,1642,c_utkarsh,2047
516,real_flash,real_flash,1654,realflash,2047
517,alfarhanzahedi,alfarhanzahedi,1669.6,alfarhanzahedi,2047
518,ha___il,ha___il,1669.6,hail385,2047
519,saurav555,saurav555,1384,saurav555,2046
520,aman9875,aman_9875,1956,aman9875,2046
521,suri09,enjoy_coding,1668.7,suransh,2046
522,pjn2704,prakhar_jn,1667.9,prakhar_jn,2045
523,theneek14,theneek14,1550,theneek_14,2044
524,Asur70007,jokkeer,1713,jokkeerr,2044
525,apraharaj,the_fenrir,1757,the_fenrir,2044
526,failed_coder,failed_coder,2106,failed_coder,2044
527,buzz_95,buzz_95,1667.1,buzz_95,2044
528,balramsingh,ibalram,1667.1,balrams,2044
529,cyberkid05,blackhatinside,1396,blackhatinside,2043
530,iwbrco,__________,1515,debabrata116,2043
531,DioHERO,dio707,1573,dip707,2043
532,nine_tails9,nine_tails9,1607,nine_tails9,2043
533,harshrajani460,harshrajani460,1993,harshrajani460,2043
534,eager,eager,1666.3,eager,2043
535,amit_sharma,amit2468,1666.3,amit2070,2043
536,rishabh_jain9196,rishabh.jain9196,1507,rishabh.jain9196,2042
537,architrai,archit10messi,1790,architrai,2042
538,palak1234,callias,1665.4,ipg_2015054,2042
539,Labib666,labib666,1784,labib666,2041
540,avivilla,avivilla,2013,avivilla,2041
541,jayeshaw,jayeshaw,2265,jayeshaw,2041
542,jayesh_shaw,jayeshaw,2265,jayeshaw,2041
543,vishakhabanka,vishakhabanka,1664.6,vishakhabanka,2041
544,barry1928,barry_1928,1323,barry1928,2040
545,drunkenstein,vinishthanai,1389,errormaybe,2040
546,Woreviam,woreviam,1646,previus,2040
547,karanjuneja11,karan.juneja1106,1706,karan1106,2040
548,Daniel19Frenzy,daniel19frenzy,1954,daniel19frenzy,2040
549,pk301,pk845,2026,pk301,2040
550,durgesh9491,,1663.8,gds94541,2040
551,khem_404,khem_404,1624,khem_404,2039
552,AnuarTB,Anuar,1817,AnuarTB,2039
553,jam1729,jam1729,1827,jam1729,2039
554,deepak022,deepak022,1976,deepak022,2039
555,lightyear,lightyear,1662.9,ashishanjan1,2039
556,har_vi,har_vi,1444,har_vi,2038
557,lazydreamer,_lazydreamer,1940,lazydreamer,2038
558,covid01,covid01,2008,covid01,2038
559,satyamgarg121,satyamgarg121,2103,gladiator121,2038
560,vk9435331,,1662.1,vk9435331,2038
561,lsparihar,a_el,1706,lovyparhar,2037
562,abhishekjoshi2612,abhishekjoshi2612,1721,whozthis,2037
563,lemongrabcp,lemongrab,1751,lemongrab,2037
564,euler_1998,euler_1998,1827,euler_1998,2037
565,rajat376,rajatgoyal376,1918,rajat376,2037
566,jaglike_makkar,jaglike_makkar,2089,jaglike_makkar,2037
567,denis2111,denis2111,2161,denis2111,2037
568,utkarsh1997,utkarsh1997,1661.3,utkarsh1997,2037
569,mesh_shubham,shubham1402,1605,shubham1402,2036
570,TimeWarp101,timewarp101,1838,timewarp101,2036
571,vickyyo,viiickyyo,1660.4,viiickyyo,2036
572,geek_monk,chakrabortykushal442,1258,geek_monk,2035
573,subrat18,subrat18,1536,subrat0018,2035
574,KevinMathew,kevinmathew,1583,kevinmathew,2035
575,somujena,somujena21,1601,somujena,2035
576,souvik,flysky,1627,sou123,2035
577,masters_abh27,masters_abh,1645,mastersabh,2035
578,aulene,aulene,1673,aulene,2035
579,prakhar17252,prakhar17252,1965,prakhar17252,2035
580,kunal,kunalbonucci,1659.6,kunalbonucci,2035
581,deepak2015,deepak2015,1609,deepak2015,2034
582,tarunmishra_19,tarunmishra_19,1659,mshtarun_19,2034
583,suvro_coder,suvro_coder,1681,suvro_coder,2034
584,satvikb,satvikb,1988,satvikb,2034
585,BeruboIV,beruboiv,1504,beruboiv,2033
586,pritamjitmanna,pritamjitmanna,1644,pritamjitmanna,2033
587,dhruv_pasricha,pasricha_dhruv,1670,pasricha_dhruv,2033
588,ivokaragyozov,just_in_case,1657.9,ivokaragyozov,2033
589,joker_vision,joker_in,1657.9,vikasd145,2033
590,mbfibat,mbfibat,2019,mbfibat,2032
591,M0riarty,m0riarty,2133,m0riarty,2032
592,Kruthic,kruthic,1657.1,kruthic,2032
593,naresh0839,pretender,1657.1,naresh0839,2032
594,ashish2011,ashish2011,1542,ashish2011,2031
595,Vipin123,vip_in_hunt_for_code,1890,zxcvmnb123,2031
596,o_ologn,wreck_count,1656.3,crystal64,2031
597,jeaf_dean,jeaf_dean,1656.3,prashant321022,2031
598,saurabh3240,saurabh3240,1618,saurabh3240,2030
599,akashbhalotia,whiplash99,1716,akashbhalotia,2030
600,pa_n_ik,pa.n.ik,1993,panik,2030
601,shauryakr,shauryakr,1655.4,shauryakr,2030
602,bbackspace,bbackspace,1650,bbackspace,2029
603,Dheerajydv,dhr_1,1884,dj_r_1,2029
604,100_gods,100gods,1911,godss,2029
605,beast_1,beast_1,1926,prince_raaz,2029
606,viwreck,viwreck,1654.6,v1wreck,2029
607,mr_possible,sambhav05062001,1654.6,sam12346578,2029
608,TheCypher,thecypher,1654.6,shivamanandrj9,2029
609,sambhav05062001,sambhav05062001,1654.6,sam12346578,2029
610,arpit0891,arpit0891,1654.6,arpit0891,2029
611,harikrishnanm,countergambit,1393,harikrish02,2028
612,sinhov,sinhov,1558,sinhov,2028
613,derco19,derco19,1559,coder_harsh915,2028
614,om_ashish_soni,om_ashish_soni,1586,om_ashish_soni,2028
615,rocww,rocww,1689,rocww,2028
616,dutta42120201,dutta42120201,1653.8,dutta42120201,2028
617,vivek1401,vivek1401,1653.8,vivek1401,2028
618,maku123,maku,1416,maku1213,2027
619,prbhatter,prbhatter,1589,prbhatter,2027
620,ankurkayal,ankurkayal,1803,ankurkayal,2027
621,akshitgarg09,akshitgarg09,1921,algopredator,2027
622,abhilash_360,abhilash_360,1652.9,abhilash_360,2027
623,Mankesh_Dhanawat,mankesh_dhanawat,1652.9,mankesh016,2027
624,18h51a05g9_nag,nagasai74,1384,nagasai74,2026
625,DreadArceus,dreadarceus,1464,dreadarceus,2026
626,g0uravlathwal,g0uravlathwal,1556,g0uravlathwal,2026
627,sahilarora.535,sahilarora.535,1691,sahilarora.535,2026
628,gagan86nagpal,gagannagpal68,1972,gagan86nagpal,2026
629,ashut0sh78,dam0n,1652.1,j_sprw,2026
630,shreyas_mandade,shreyas.mandade,1407,shr_mandade,2025
631,dmehrab06,from_bd_with_depression,1496,ridslk22,2025
632,LVM,lorentzo_von_matterhorn,1617,cybertrron1609,2025
633,vivek_rathi_53,vivek_rathi_53,1617,vivek_rathi_53,2025
634,rohitranjan017,rohitranjan017,1771,rohitranjan017,2025
635,_PushkaR,_pushkar,1651.3,hellguard,2025
636,Pranay_16,devilnero,1651.3,devilnero,2025
637,hrushikesht,hrushikesht,1651.3,hrushikesh_t,2025
638,ma_you_kh,mayukhbis,1443,ma_you_kh,2024
639,mink0389,mink0389,1500,mink0389,2024
640,nishitsharma03,nishit.sharma,1827,nishitsharma03,2024
641,Ujjwalkewl,ujjwalkool,1889,ujjwalkool,2024
642,munghatekartikeya,munghatekartik,1936,munghatekartik,2024
643,Sajid064,sajid064,1650.5,sajid_064,2024
644,shubhamgarg18,shubhamgarg18,1650.5,shubhamgarg18,2024
645,noob_abhi,noobabhi,1650.5,bit2hal,2024
646,thesnehil,snehil10,1603,snehil10,2023
647,pravin_as,pravin_as,1633,pravin_a_s,2023
648,hitesh_bansal,hitesh_bansal,1637,hitesh_bansalc,2023
649,BetoSCL,betoscl,1640,scbeto,2023
650,SCBeto,betoscl,1640,scbeto,2023
651,satyam_vivek,satyam_vivek,1641,satyam_vivek,2023
652,Doublade,doublade,1676,darsh_198,2023
653,y0u_kn0w_wh0_,y0u_kn0w_wh0,1649.6,y0u_kn0w_wh0,2023
654,lamda_cdm_10,lamda_cdm,1546,lamda_cdm_10,2022
655,sagar_97,sagar_97,1718,sagar_97,2022
656,aman_5311,aman_5311,1731,aman_5311,2022
657,Mindjolt,mindjolt,1832,mindjolt,2022
658,reaziii,recrus,1648.8,reaziii,2022
659,guestcheap,guestcheap,1648,guestcheap,2021
660,sidak173,sidakbhatia,1648,sidakbhatia,2021
661,Vishal_lashavi,lashavi,1569,lashavi,2020
662,j1k7_7,jaskamalkainth,1783,j1k7_7,2020
663,nikunjsoni,nikunjsoni,1647.1,nikunjsoni,2020
664,ankitamritraj,ankitamritraj,1506,ankitamritraj,2019
665,sd7_dubey,shivam7,1580,sd7_dubey,2019
666,gur_chella,gur_chella,1721,gur_chella,2019
667,Safayat,safayat,1646.3,sumishu,2019
668,deCryPt,decrypt.cp,1646.3,stevens,2019
669,samay_var,samay_var,1937,samay_var,2018
670,AakashGoyal,aakashgoyal,1645.5,aakash_in,2018
671,poacher_beast,vishalm20vishalm20,1645.5,vishalm2017,2018
672,modi_nitin13,modi_nitin13,1645.5,modi_nitin13,2018
673,kumar,lossser,1645.5,mangalam11,2018
674,kabira,acm2k__,1645.5,avijeet_420,2018
675,dazlersan1,dazlersan1,1246,dazlersan1,2017
676,deepak619,elclasico,1498,deepak619916,2017
677,damsehgal,dam_sehgal,1654,damsehgal,2017
678,RitikSingla,fastred,1657,fastred,2017
679,sonu_verma1,sonu_verma1,1688,sonu_verma1,2017
680,hritikraj31,hritik31,1694,hritikraj31,2017
681,divyansh_gaba,divyansh_gaba7,1644.6,divyansh_gaba7,2017
682,architkumar,archie1101,1462,codemaster0202,2016
683,Vansh_Kapila,vansh_kapila,1667,vansh_kapila13,2016
684,Sadguy99,youknowwhoiam1,1643.8,youknowwhoiam1,2016
685,besieger,besieger,1643.8,besieger,2016
686,Shin,_shin,1202,shin_05,2015
687,dhruvsahni,dhruvsahni89,1402,dhruvsahni,2015
688,abhishekJr,abhishekjr,1473,abhishekjr,2015
689,akshitchopra,akshit_1996,1604,akshit_96,2015
690,GouenjiShuuya,gouenjishuuya,1626,gouenjishuuya,2015
691,nishantsharma021,nishantsharma021,1737,sharmahal,2015
692,pradyumn,mithrandir_14,1791,coderprady,2015
693,pranshul,pranshul,1643,charizard,2015
694,sinsak,sin_sak,1603,sin_sak,2014
695,amitt_yadav_,cribabby,1748,amitt_yadav__,2014
696,Gaurang,sigma_g,1936,sigma_g,2014
697,i_love_ayrawhsia_nodnat,i_love_ayrawhsia_nodnat,1642.1,bhavit_sharma,2014
698,thedictator,ayush7991,1642.1,thedictator,2014
699,mittalshubham,mittalshubham,1642.1,mittalshubham,2014
700,piyusheverhard,piyusheverhard,1642.1,piyusheverhard,2014
701,tanmaysahay94,tanmaysahay94,1642.1,tanmaysahay94,2014
702,madhuramjajoo,madhuramj,1497,maddy1998,2013
703,Piyush_razz,piyush_razz,1634,piyush_raz,2013
704,YogiG,yk_ax,1718,yk_ax,2013
705,jamil314,jamil314,1731,jamil314,2013
706,aswinashok44,aswinashok44,1780,aswinashok44,2013
707,devasnh,devasnh,1849,devasnh,2013
708,Mksiyak,mksiyak,1875,mksiyak,2013
709,pigmeister,pigmeister,1930,pigmeister,2013
710,gt_18,gt_18,2136,gt18,2013
711,khokho,khokho,2170,mrkhokho,2013
712,ujjawalgupta20,ujjawal_gupta,1641.3,ujjawalgupta20,2013
713,sampriti,sampriti,1641.3,sampritipanda,2013
714,aman_agarwal19,aman19,1641.3,aman_agarwal19,2013
715,satyarthP,satyarthp,1641.3,satyacoder,2013
716,Foyaz05,foyaz05,1641.3,foyaz05,2013
717,shawnbam_96,bum_96,1279,shawnbam_96,2012
718,k_mare,k_mare,1766,k_mare,2012
719,hdsingharora99,hdsingharora99,1791,hdsingharora99,2012
720,codeict,codeict,1973,codeict,2012
721,prabhavagrawal7,prabhavagrawal7,1640.5,prabhav7,2012
722,dpraveen,praveendhinwa,1640.5,dpraveen,2012
723,temurbek_khujaev,shumshumschilpiddydah,1640.5,temurbekhujaev,2012
724,agrawal_2002,aditya_iiitl,1609,agrawal_2002,2011
725,KingofHell,prishan76,1666,shantu76,2011
726,mnmamgain,logbase2,1639.6,logbase2,2011
727,satya26,satya26,1639.6,satyajeet104,2011
728,chitreshapte,chitreshapte,1639.6,chitreshapte,2011
729,maxwell_008,dark__knight,1639.6,maxwell_008,2011
730,itzarnav07,arnavjha07,1529,itzarnav07,2010
731,shakil_ruet,colorless_coder,1529,shakil_ruet,2010
732,mr_cchef,mr_cchef,1608,mr_cchef,2010
733,rc_4594,rc_4594,1618,chandu4594,2010
734,amritx8,amritx8,1661,dtu_amritkumar,2010
735,unusual_wonder,unusual_wonder,1795,unusual_wonder,2010
736,ashu12_chi,ashu12_chi,1908,ashu12_chi,2010
737,fixthegame,chocolatepotato,2101,fixthegame,2010
738,Svapnil007,svapnil007,1638.8,svapnil007,2010
739,nlather,chrollo_lucifer,1638.8,nlather,2010
740,sudipandatta,sudipandatta,1638,sudipandatta,2009
741,a2hksy,a2hksy_,1638,a2hksy,2009
742,Captain,captain_7,1638,captain_16,2009
743,dgupta0812,dgupta0812,1553,dgupta0812,2008
744,siddis,spagheddy,1611,king_of_string,2008
745,luvk1412,luvk1412,1638,luvk1412,2008
746,mrvedsachdeva,mrvedsachdeva,1637.1,mrvedsachdeva,2008
747,satyam_86770,satyam_86770,1637.1,ece_bandaa,2008
748,kailashnath1998,kailashnath1998,1637.1,kailashnath199,2008
749,abhist,abhist,1490,abhist,2007
750,rangwani_harsh,rangwani_harsh,1512,lastoption,2007
751,vijay337,vijay337,1649,blank_337,2007
752,cartmancodes,cartmancodes,1681,cartmancodes13,2007
753,arpan491,arpan491,1699,arpan4775,2007
754,satan_nightmare,satan_nightmare,1705,sumitsinghnit,2007
755,Oreo_85,oreo_85,1706,oreo_85,2007
756,iit_sujal,iit_sujal,1711,iit_sujal,2007
757,sheldontauro,sheltauro,1903,stauro,2007
758,NIMISHUPADHYAY,dead_pool2001,1636.3,dead_pool2001,2007
759,ashu565,ashu9993063472,1431,ashu414,2006
760,aquiem,aquiem,1509,aquiem,2006
761,Enigma20,enigma20,1567,enigma20,2006
762,r_ranjan,rranjan,1663,rranjan1,2006
763,nisiddharth,nisiddharth,1731,everydayhacker,2006
764,vikhyat,vikhs_96,1853,vikhs,2006
765,Chef_Insayn_Forced_Ape,retarded_ape,1861,insayn,2006
766,Dragonado,dragonado,1903,dragonado,2006
767,playlikeneverb4,playlikeneverb4,1952,playlikenever,2006
768,still_me,still_me,1635.5,still_me,2006
769,its_tushar24,its_tushar24,1635.5,its_tushar24,2006
770,claudiovan,claudiovan,1635.5,claudiovan28,2006
771,demonhue,demonhue,1461,demonhue,2005
772,sam_28,sam_28,1656,mash_28,2005
773,one2345678,one2345678,1823,arjun20398,2005
774,raj_muj,raj_muj,1634.7,raj_muj,2005
775,njha1999,njha1999,1634.7,njha1999,2005
776,Abhishek_019,abhishek019,1634.7,abhishek_019,2005
777,E2N_Priyanshu,e2n_priyanshu,1341,priyanshu_2019,2004
778,vipbaswan,vipbaswan,1592,vipbaswan103,2004
779,qrus,qrus,1657,stun_mayank,2004
780,faiyaz26,faiyaz26,1731,faiyaz26,2004
781,icoder211,icoder211,1858,icoder211,2004
782,raunaqroxx,raunaqroxx,1932,raunaqroxx,2004
783,enot.1.10,enot.1.10,2681,enot,2004
784,mrslowmo,mrslowmo,1633.8,mrslowmo,2004
785,imranziad,shadowfax,1579,imranziad,2003
786,chiragjn,chiragjn,1609,chiragjn,2003
787,yuvrajKharayat,yuvrajkharayat,1803,yuvraj3004,2003
788,karan_221,morty,1633,karan_221,2003
789,vijaychadokar,prozpekt,1633,vijay_c,2003
790,varungoyalbits,moriorinvictus,1283,vg_codechef,2002
791,cyborg2014,cyborg2014,1470,cyborg2014,2002
792,Lay_2592,lay_000,1565,lay_000,2002
793,D_R_T,ravitejadonthu1,1605,ravidonthu,2002
794,ShanuSingroha,shanusingroha,1724,shanu_singroha,2002
795,milan0027,milan0027,1632.2,milan0027,2002
796,the__phoenix,the__phoenix,1632.2,the__phoenix,2002
797,achilles1993,achilles1993,1417,achilles1993,2001
798,akbhado,akbhadoriya,1562,akash_4_ever,2001
799,RIsHaV_IITKGP,rishav_iitkgp,1604,rishav_iitkgp,2001
800,krunal9220,krunal9220,1612,krunal9220,2001
801,zammy,cr0w,1655,zammy_7,2001
802,khaalithetohbanaaliya,ak....,1668,abhi12122000,2001
803,ayush176,ayush176,1725,ayush176,2001
804,rishabh_singh_,rishabh_singh_,1934,rishabh_singh_,2001
805,Soumyadeep_Pal,palsoumyadeep,2016,account_no_69,2001
806,harveer99,harveer99,1631.3,harveer99,2001
807,saksham8023,saksham2405,1445,saksham2405,2000
808,coder_r,coder_r,1639,coder_r,2000
809,aviously,aviously,1630.5,aviously,2000
810,ravi140,ravi140,1630.5,ravi140,2000
811,nthoang,nthoang,1742,nthoang,1999
812,vijju1234567890,vijju123,1765,vijju123,1999
813,lllllllllllll,rishabh.ranjan,1857,lllllllllllll,1999
814,DeepThought42,deepthought42,2164,deepthought_42,1999
815,mittal21,mittal21,1629.7,mittal21,1999
816,Xorier,xorier,1629.7,priyanshi_,1999
817,Virendra115,virendra115,1629.7,virendra115,1999
818,walragatver,walragatver,1561,walragatver,1998
819,ofrajsingh,lazy_loop,1572,ofrajsingh,1998
820,h1tman_abhi,h1tman_abhi,1609,h1tman_abhi,1998
821,verma_ankit484,verma_ankit484,1681,verma_ankit484,1998
822,shaan123rock,shaan123rock,1749,shaan2610,1998
823,chauhan176,chauhan176,1968,chauhan176,1998
824,indra_5672,indra_123,1628.8,indra_123,1998
825,Experienced,experienced,1639,anubhav23,1997
826,epsileer,epsileer,1664,epsileer,1997
827,Rohit_3199,dark_coder31,1815,dark99,1997
828,utsavk02,utsavk02,1628,utsavk02,1997
829,keshav20,2007keshavraj,1628,rajkeshav20,1997
830,tejas_919,tejas_919,2198,tejas_919,1996
831,atulac.11,,1627.2,atulac,1996
832,mnkagr123,mnkagr123,1592,ohm123,1995
833,liman98,titorjohn,1631,liman98,1995
834,teochaban,teochaban,2018,teochaban,1995
835,present_sir,present_sir,1626.3,present_sir,1995
836,vaibhav_t_3000,vaibhav_t_3000,1626.3,vaibhav_t_3000,1995
837,gsa725,gaurav569singh,1441,gaurav5singh,1994
838,he_he,he_he,1747,he_he,1994
839,coder_1508,pratikpjain.15,1625.5,coder_1508,1994
840,bhavyammodi,bhavyammodi,1625.5,bhavyammodi,1994
841,harshitnitt1,,1625.5,harshitnitt1,1994
842,anurag31,anurag31,1472,anurag31,1993
843,amrityavagmi,amrityavagmi,1489,amrityavagmi,1993
844,sahil_2003,sahil1972,1497,sahil_2003,1993
845,VaibhavShrotriya,vaibhavs2,1502,vaibhavs2,1993
846,prshnt19,prshnt19,1636,prshnt19,1993
847,iit2017038,crazy__1234,1768,crazy__1234,1993
848,TripPple_A,trippple_a,2141,trippple_a,1993
849,disguise,sarveshmahajan,1624.7,sarveshmahajan,1993
850,rag_hav,rag-hav,1624.7,rag_hav13,1993
851,Farhan7933,farhanalam,1459,farhan_21,1992
852,kush_vi,kushwaha_vi,1462,sensei,1992
853,Anurodh_ac,anurodh_ac,1519,anurodh_ac,1992
854,Neko_Frost,ry0_5,1612,ghostofuchiha,1992
855,dipta007,dipta007,1711,dipta007,1992
856,shpvb,shpvb,1909,shpvb,1992
857,lazyc97,lazyc97,2085,lazycoder97,1992
858,shashwatchandra,sleepyshashwat,2194,shashwatchandr,1992
859,manjunath1996,manjunath1996,1623.8,manjunath1996,1992
860,Richhub,richhub_,1623.8,richhub,1992
861,ksharma377,ksharma377,1426,ksharma377,1991
862,ishaank10,ishaank10,1626,ishaank10,1991
863,Justani,justani,1694,justani,1991
864,gauss14,gauss14,1885,gauss14,1991
865,atg_coder27,atg_coder27,1623,atg_coder27,1991
866,rsampaths16,rsampaths16,1512,rsampaths16,1990
867,realnimish,realnimish,1826,realnimish,1990
868,bktl4ever,bktl4ever,2025,bktl99,1990
869,pranjalr34,pranjalr34,1622.2,pranjalr34,1990
870,Noobakshat,ak_shrana,1622.2,ak_shrana,1990
871,rishabhdaga,dagarishabh,1415,fuckyou_123,1989
872,euler_euler,_ctrlc_ctrlv,1557,euler_euler,1989
873,patel_h,lazy_lad_69,1560,patel_h,1989
874,realrpg,real_rpg,1593,real_rpg,1989
875,ds_95,ds_95,1604,mr_coder95,1989
876,akshaywairagade,akshaywairagade2,1647,akshayvijay,1989
877,srijaygusain,srijay,1709,srijaygusain,1989
878,Amdadul,amdadul,1749,amdad_16,1989
879,UshanGhosh,ushanghosh,1994,ushan_ghosh_00,1989
880,_ctrlC_ctrlV,_ctrlc_ctrlv,1621.3,euler_euler,1989
881,vishalnonsense,clueless100,1621.3,vishalnonsense,1989
882,_S_H_R_E_E_,s_h_r_e_e,1621.3,shreerangkchan,1989
883,AnujJadhav,anujjadhav0215,1621.3,anujjadhav,1989
884,pseudo3101,happyfaces,1621.3,coeur_brise,1989
885,_Kaizer_,_kaizer_,1549,yeamin_kaiser,1988
886,_xenon,_xenon,1555,samanwaya,1988
887,parthlathiya,parthlathiya,1603,parthlathiya,1988
888,parvejmia9,parvej,1668,parvejmia9,1988
889,K_B_C_S,k_b_c_s,1699,chef_keshav,1988
890,goyalanubhav11,goyalanubhav11,1861,goyalanubhav11,1988
891,nikhilhassija,nikhilhassija,1915,nikhilhassija,1988
892,Shin_Chan,namn,1935,i_am_naman,1988
893,shango9947,_shango_,2060,shango9947,1988
894,spacewalker,spacewalker,1620.5,danthespaceman,1988
895,shobhit99924,shubh99924,1620.5,shobhit99924,1988
896,Lelouch_17,lelouch_17,1400,lelouch_17,1987
897,imdeep2905,zetafunction,1446,deep2905,1987
898,mukultotla,mukultotla,1534,mukultotla,1987
899,sparshkedia,sparshkedia,1603,sparshkedia,1987
900,akshat98,akshat98,1762,akshat98,1987
901,amitroy7781,amitroy7781,1619.7,amitroy7781,1987
902,aryandosaj,aaryandosaj,1619.7,aryandosaj,1987
903,art_hack,art-hack,1619.7,art_hack,1987
904,AJAY_VAIBHAV,ajay_vaibhav,1584,ajay1999,1986
905,noah_xyz,loafy,1634,loafy,1986
906,bk167465,gaming,1767,gaming_123,1986
907,krishna_0_9,krishna_0_9,1618.9,krishna_0_9,1986
908,drupesh97,drupesh97,1618.9,drupesh97,1986
909,coder_vk,coder_vk,1618.9,vaibhav_0318,1986
910,spiraljava,_spiraljava_,1718,spiraljava,1985
911,kejriwalawadh,kejriwalawadh,1851,kejriwalawadh,1985
912,hulkblaster,hulkblaster,1863,aniket_jain,1985
913,prashantpcm94,prashantpcm94,1618,prashantpcm94,1985
914,mayank20,mayank2011,1618,mayank2011,1985
915,zalak_b,zalak_b,1448,zalak_b,1984
916,pranshugarg,pranshugarg02,1457,cod_______yapa,1984
917,Anish_28,anish_28,1464,a_s_m,1984
918,kaneki13,silversrayleigh,1658,kaneki13,1984
919,Tejkiran,tejkiran,1679,tejkiran_v,1984
920,rajgarg150873,rajgarg150873,1850,rajgarg150873,1984
921,skull_crusher,skull_crusher,1617.2,sandeep200296,1984
922,Vishisht_2,vishisht_2,1617.2,f20180224,1984
923,priyanshu_28,priyanshu.p,1617.2,priyanshu_p_28,1984
924,wsLord,wslord,1536,wslord,1983
925,AmitAnand,anand_07,1624,anandamit007,1983
926,arshdeepsingh,arsh99,1844,arsh99,1983
927,godwind,xoxo,2198,godwind,1983
928,destiny_son,madlad,1616.4,destiny_son,1983
929,shobhit907,shobhit907,1616.4,shobhit907,1983
930,yash_chad,yash_chad,1616.4,yashx,1983
931,darkknightrhz,darkknightrhz,1432,darkknightrhz,1982
932,oreo31,procolonel,1711,procolonel,1982
933,The_Alchemist,the_alchemist,1615.5,porwal_anurag,1982
934,kushagrapandey,pandeykushagra51,1615.5,kushagrapandey,1982
935,dot0,dot_0,1615.5,dot_0,1982
936,abhishekaman,pertifiedcobra,1615.5,pertifiedcobra,1982
937,roshan09,roshan09,1615.5,roshan09,1982
938,lostmartian,naitramtsol_lostmartian,1196,lost_martian,1981
939,siddhanthverma1412,verma_sid,1367,priority_coder,1981
940,hkbhd,hkbhd,1461,hkbhd_113,1981
941,minki_1616,minki_1616,1473,minki_1616,1981
942,Saket_Sri,saket_sri,1475,saket_129,1981
943,__Ayush__,_ayush__,1618,ayush_0220,1981
944,eltonrawn,rogueninja,1655,eltonrawn,1981
945,imamit,imamit,1939,imamit,1981
946,askdfjlas,askdfjlas,2263,askdfjlas,1981
947,satvik007,satvik007,1614.7,satvik007,1981
948,xt1033,xt1033,1614.7,xt1033,1981
949,mittalprashant,chota,1614.7,mittalprashant,1981
950,parthnanda,parthn,1614.7,parthnanda,1981
951,hyperion_1724,hyperion_1724,2194,hyperion_1724,1980
952,abbi_18,abbi_18,1613.9,abbi_18,1980
953,Amar277,amar277,1613.9,amar277,1980
954,kitesho,kitesho,1613.9,krishnaraj227,1980
955,ankit_SM,_mafia,1586,mafia_sm,1979
956,tanay_887537,mishra_tanay,1673,mishra_tanay,1979
957,utkarshg,iit2015023,1896,utkarshg_1998,1979
958,divyank_goyal,divyankgoyal,1953,divyankgoyal,1979
959,amanloading,amanloading,1613,iam0_1,1979
960,ayushghd,ayushghd,1613,ayushghd,1979
961,tejas01101001,brownietk,1613,tejas01101001,1979
962,Hiranmoy_Chowdhury,hiranmoy,1613,hiranmoy70,1979
963,Haris,rehpic,1613,harisisbatman,1979
964,rajutkarshgupt,,1613,utkarshg_1998,1979
965,ayushair1,ayushair1,1613,ayushair1,1979
966,hitik,hitik,1873,hitik,1978
967,NaSaPaKri,nasapakri,1612.2,ucantfindme,1978
968,sankalp_7,sankalp_7,1612.2,sankalp_7,1978
969,leloy,_franz_,1612.2,leloy,1978
970,suri_kumkaran,suri_kumkaran,1612.2,suri_kumkaran,1978
971,msgtoshubham,msgtoshubham,1612.2,shu_2806,1978
