,ss_username,cf_username,cf_rating,cc_username,cc_rating
1210,zyzzsama,zyzzsama,1588.9,zyzzsama,1950
1211,rahulrj25,rj25,1588.9,rj25,1950
1212,shmabulock,shmabulock,1516,shmabulock,1949
1213,adamantium,adamantium,1616,akash_,1949
1214,dummy1931,akshayakgec,1653,akshayakgec,1949
1215,hellojarvis,hellojarvis,1680,hello_jarvis,1949
1216,BHOLARAM_,toshendra_nitrr,1683,toshendra1,1949
1217,captain_anand,anand_narayan_jha,1736,captain_anand,1949
1218,arayi,arayi,2408,arayi,1949
1219,vivekuchiha,vivekuchiha,1588.1,vivekuchiha,1949
1220,aayush_agarwal13,aayush13,1588.1,aayush13,1949
1221,priyanshu_sing,priyanshu_sing,1588.1,priyanshu_sing,1949
1222,neel0086,neel0086,1295,neel0086,1948
1223,_freak,yashgulani,1656,yashgulani1997,1948
1224,yashjain0333,bitsane,1671,yashjain1611,1948
1225,soumit915,soumit915,1690,soumit_915,1948
1226,yashsoni501,yashsoni501,1873,yashsoni501,1948
1227,kalashshah11,kalashshah11,1913,kalashshah11,1948
1228,techwiz911,techwiz911,1947,techwiz911,1948
1229,hasan_356,hasan_356,1587.3,hasan_356,1948
1230,yogi10,yogeshkurmi,1587.3,yogi10,1948
1231,Bhola_B2C,bhola_b2c,1587.3,bhola_nit,1948
1232,vaibhav_puri,vaibhav_puri,1482,vaibhav_puri32,1947
1233,iggaboi1729,vk1cd314,1487,iggaboi1729,1947
1234,edward26,rsan,1566,edward26,1947
1235,nitesh7065,nitesh.dtu,1683,nitesh202020,1947
1236,ajaymalik,ajaymalik,1757,ajaymalik,1947
1237,debanjan2001,debanjan2001,1790,debanjan2001,1947
1238,_dobby_,_dobby_,1586.4,y_malik,1947
1239,vinayak15501,jersyguy,1586.4,anandi155,1947
1240,oflocon,flameemperor,1586.4,oflocon502,1947
1241,shubham_198sk,shub700,1586.4,shubham_k7,1947
1242,sak3t,sak3t,1586.4,c0d3h4ck3d,1947
1243,kush159,kush159,1586.4,kush159,1947
1244,amanthakur,amanthakur,1586.4,amanthakur1,1947
1245,archishmanghos,or-chi,1247,archishmanghos,1946
1246,_nischay11_,_nischay11_,1374,nischay_11,1946
1247,rahulkhairwar,rahulkhairwar,1426,rahulkhairwar,1946
1248,nurdtechie98,nurdtechie98,1474,nurdtechie98,1946
1249,Divyansh_19,divyansh_19,1517,divyansh_roy,1946
1250,vineetjha,vineetjha,1653,vineetjha,1946
1251,benielenoshraj,beniel,1658,benielenoshraj,1946
1252,alphatrance,alphatrance,1794,alphatrance,1946
1253,laplace_3,laplace_3,1929,laplace_3,1946
1254,iprakhar22,iprakhar22,1585.6,iprakhar22,1946
1255,mayan_7,mayan_7,1585.6,mayan_7,1946
1256,vivekvar_19,vivekvar_19,1441,apj2,1945
1257,sucide,sucide,1446,khatri0026,1945
1258,shubhu1596,shubhu1596,1474,shubhu1596,1945
1259,chirag2505,chirag2505,1715,chirag2505,1945
1260,gurshaan99,gurshaan,1762,gurshaan,1945
1261,newtech66,newtech66,2137,newtech66,1945
1262,ujwal_nayak,un_coder,1584.8,un_coder,1945
1263,utkarshkanswal,kanswal123,1290,utkarshkanswal,1944
1264,anonymous_1998,desik,1420,desik_1,1944
1265,SainathTallam,sainathtallam,1437,sainathtallam,1944
1266,hackapie,itti_da,1445,hackapie,1944
1267,the_deadly,the_deadly,1453,lit2018015,1944
1268,shivam_1708,shivam_1708,1504,shivam_1708,1944
1269,abbychamp,aayush_bhat1999,1809,the_rock_007,1944
1270,ravibitsgoa,ravibitsgoa,1583.9,ravibitsgoa,1944
1271,old_school,oldschool,1583.9,techknight18,1944
1272,jindalji,jindalji,1583.9,hjindal,1944
1273,yash56244,yash56244,1418,yash56244,1943
1274,meet05,meet.05,1567,meet_0510,1943
1275,mridulcr7cr7,mridulpandeycr7,1611,mridul_cr7,1943
1276,zark84010,zark84010,1726,zark84010,1943
1277,Ajob_Chiria,ajob_chiria,1771,fifty_third,1943
1278,tanmay_raj_29,tanmay.raj.29,1799,tanmay_raj_29,1943
1279,harshit_ag456,harshit_ag456,1911,harshit_ag456,1943
1280,fog856,fog856,1913,fog856,1943
1281,hiiamayushranjan,hiiamayushranjan,1583.1,hiiamayush,1943
1282,patanahi,somyamehta_24,1583.1,mehtasomya_24,1943
1283,milan1998,wmgts12,1583.1,milan7,1943
1284,harish_dalal,harish_dalal,1583.1,harish_dalal,1943
1285,raashid12anwar,,1583.1,raashidanwar,1943
1286,rifatentr,rifatentr,1125,rifatentr,1942
1287,rifatentr_2,rifatentr,1125,rifatentr,1942
1288,lakhan_nad,lakhan_nad,1282,lakhan_nad,1942
1289,pankajpoply45,pankajpoply45,1285,pankajpoply45,1942
1290,PartTimeCoder,parttimecoder,1460,subhamhimself,1942
1291,fantom787,fantom787,1490,ambuj787,1942
1292,Uchiha6125,hell0123,1607,warlord234,1942
1293,the_pythor,the_pythor,1612,the_pythor,1942
1294,say_my_name_,say_my_name_,1697,say_my_name_,1942
1295,latus_rectum,sadfasdfdsfsda,1701,latus_rectum,1942
1296,vindicatecode,vindicate_code,1907,vindicate_code,1942
1297,cherry0697,_cherry_,1582.3,cherry0697,1942
1298,nishuz,nishuz,1582.3,therealnishuz,1942
1299,jayesh_upadhyay,jayesh._upadhyay,1582.3,jayesh001,1942
1300,abhishek_2197,abhishek_2197,1582.3,abhishek_2197,1942
1301,aadarsh_11,aadarsh_11,1582.3,aadarsh_11,1942
1302,ap__singh,ap__singh,1427,noob77,1941
1303,Hritik_45,hritikrbelani,1430,hritikrbelani,1941
1304,ashvertex_,_ashnove,1463,ashvertex,1941
1305,anujsingh14,anujsingh14,1563,anujsingh14,1941
1306,RoronoaZoro,_-pratik_shukla-_,1571,pratik_10,1941
1307,vaibhv_22,vaibhv.22,1614,vaibhv_22,1941
1308,harshvardhan,harshvardhan,1617,vendx_greyback,1941
1309,Kavit_Kheni,kavit_kheni,1652,kavit3010,1941
1310,s5960r,sid,1756,s59_60r,1941
1311,jenishmonpara,jenishmonpara,1775,jenishmonpara,1941
1312,anubhav100rao,anubhav100rao,1581.4,anubhav100rao,1941
1313,amitkr100,prajapatiamit76,1581.4,amitkr100,1941
1314,cis_pie,cis_pie,1581.4,cis_pie,1941
1315,am10,mishi_gun,1581.4,am10,1941
1316,flappy,flappy,1140,flappy,1940
1317,h01codespark,h01sachan,1422,hs001,1940
1318,macci,macci,1461,macci,1940
1319,bazzyarora,bazzyadb,1540,bazzyadb123,1940
1320,mr_dot_convict,mr.convict,1552,mr_dot_convict,1940
1321,scoobydoo,scoobydoo,1661,scoobydoo,1940
1322,invincible_0,invincible_0,1675,invincible_0,1940
1323,lohit_97,lohit_97,1683,lohit_97,1940
1324,addu621,smiling_addu,1735,adarshsingh621,1940
1325,mehulagarwal001,20je0561,1580.6,mehulagarwal11,1940
1326,codent47,codent47,1580.6,codent47,1940
1327,ShubhamRajputCool,tatya_bichu,1133,shubham_raj199,1939
1328,someoneeeee,idiot_owl,1693,idiot_owl,1939
1329,mayureshpatle,mayureshpatle,1776,mayureshpatle,1939
1330,shivashishsuman,shivashishsuman,1579.8,shivashish_123,1939
1331,sreshth2001,shenron01,1579.8,sreshth01,1939
1332,iamrakesh28,iamrakeshri28,1635,iamrakesh28,1938
1333,rohan03,rohan03,1636,rohan03,1938
1334,piyushrathipr,piyushrathipr,1843,piyushrathipr,1938
1335,enaim,enaim,1578.9,enaim,1938
1336,kakashi_099,kakashi_099,1578.9,codead_404,1938
1337,hijibijee,hijibijee,1578.9,hijibijee,1938
1338,Ritujaryan,ritujaryan,1578.9,ritujaryan,1938
1339,Nami_Swan,logue_raider,1578.9,prince_vegeta,1938
1340,prasann7676,prasann7676,1443,cap_man,1937
1341,detamos,detamos,1566,deepanshu1398,1937
1342,akshatjain0205,orlon.,1578,orlon,1937
1343,iamishuverma,iamishuverma,1619,imishuverma,1937
1344,nykterstein,nykterstein,1651,nykterstein264,1937
1345,satyam_kr,_satyam.kr_,1715,voldem0rt,1937
1346,rwit,itrwdapan,1816,rwit,1937
1347,prerit2001,prerit2001,1824,prerit2001,1937
1348,nandonathaniel,nandonathaniel,1910,nandonathaniel,1937
1349,meet2mky,meet2mky,1578.1,meet2mky,1937
1350,my_blue_luck,my_blue_luck,1578.1,my_blue_luck,1937
1351,Omar_Ibn,umar_khattab,1578.1,shoaibmohd,1937
1352,Coding_Duke,rahulg96,1439,coding_duke,1936
1353,tirth14,tirth14,1561,tirth14,1936
1354,pSaurabh,psaurabh,1637,saurabh59373,1936
1355,KA_rma,ka_rma,1670,krish_88,1936
1356,akcube,akcube,1684,akcube,1936
1357,ds2405,dsingh_24,1708,dsingh_24,1936
1358,codewiz,codewiz,1740,c0der_ace,1936
1359,Trathz,tsouza,1788,trath,1936
1360,vipin_20,vipin,1577.3,vipinyadav_20,1936
1361,Zuciso,zuciso,1577.3,zuciso,1936
1362,anubhav112,gotrunks,1577.3,anubhav_7,1936
1363,shivansh100,shivansh100,1577.3,shivansh100,1936
1364,devendra7700,devendra7700,1577.3,devendra7700,1936
1365,d_rushabh,d_rushabh,1277,d_rushabh,1935
1366,cenation092,cenation092,1466,cenation092,1935
1367,aditya999123,aditya999123,1495,aditya999123,1935
1368,aman035,tech_shot,1498,codebreakerag,1935
1369,tsaraf,tsaraf,1542,tsaraf,1935
1370,amit_dwivedi,amit_dwivedi,1557,amit_dwivedi,1935
1371,Sunil_Kumar9461,sunil_kumar9461,1562,sunil_kumar946,1935
1372,aditya_01,aditya_01,1672,aditya_0,1935
1373,blair_,blair_,1734,blair_,1935
1374,Vitz,vitz,1809,vitz_6,1935
1375,hrithik_v,hrithik_v,1986,hrithik_v,1935
1376,AJ47,aj47,1576.4,abhas_j,1935
1377,sourabh54singh,sourabh54singh,1576.4,sourabh54singh,1935
1378,hahahahaha,harpreet1237,1576.4,harpreet1_237,1935
1379,incognito_nag,kar98k,1576.4,incognito_nag,1935
1380,Prat_2401,prat21,1576.4,pratgupta21,1935
1381,icesaver,icesaver,1576.4,icesaver,1935
1382,akashraj_97,ars.150697,1268,akashraj_97,1934
1383,saurabh119,saurabh119,1412,saurabh119,1934
1384,programmer765,programmer765,1426,programmer275,1934
1385,ab47,ab47,1539,ab47,1934
1386,crakesh27,c.rakesh27,1547,crakesh27,1934
1387,yb4singh,y.b.singh159,1600,yb4singh,1934
1388,ddexter_12,ddexter_12,1601,exter_12,1934
1389,sanketrai,sanketrai,1607,sanketrai,1934
1390,TejaMeraNaam,prakalpshakya31,1712,tejameranaam,1934
1391,zxcv_1,zxcv_1,1785,zxcv_1,1934
1392,vivek08,vivekramnani,1838,vivekramnani08,1934
1393,bvd,bvd,2066,bvdung,1934
1394,krm24,krm24,1575.6,krm24,1934
1395,findeasy,findeasy,1575.6,codechefrishu,1934
1396,biggydbs,,1575.6,biggy_bs,1934
1397,hungryever,xmore,1421,merr,1933
1398,XMORE,xmore,1421,merr,1933
1399,MrHITMAN,mr.hitman,1424,mr_hitman,1933
1400,ashishdwi99,ashishdwi99,1666,ashishdwi99,1933
1401,prabhav_,prabhav_,1682,prabhav_,1933
1402,Tasnim,tasnim,1723,tasnimjubaier,1933
1403,oshhh,_oshhh_,1983,oshhh,1933
1404,MarioPariona117,mariopariona117,1574.8,maestro_koldo,1933
1405,sbh69840,shiv_99,1574.8,sbh69840,1933
1406,z1_43,z1_43,1574.8,z1_43,1933
1407,ashu_3916,ashu_3916,1437,ashu_3916,1932
1408,JayShah,jayshah610,1862,jay610,1932
1409,ankit572000,ak_718,1494,ankit572000,1931
1410,incognito,incognito123,1626,practice_6271,1931
1411,gaurav_512,gaurav_512,1739,ahambrahmasmi,1931
1412,bertho_coder,tube_light,1968,bertho_coder,1931
1413,bnslakki,bnslakki,1573.1,bnslakki,1931
1414,ambuj2512,ambuj00,1573.1,ambuj00,1931
1415,sankushgupta99,sankushgupta99,1573.1,sankushgupta99,1931
1416,bhayanak_atma,hozaifa11,1043,bhayanak_atma,1930
1417,P__i_y_u_s_h,piyush_2.0,1512,p_iyush_14,1930
1418,pops1cle,pops1cle,1629,pops1cle,1930
1419,qazwdx,qazwdx,1782,qazwdx,1930
1420,Darkpsychic,darkpsychic,1813,darkpsychic,1930
1421,zeus_iitg,zeus_iitg,2120,roman_emperor,1930
1422,Cursed_Ninja,cursed_ninja,1572.3,shivam23434545,1930
1423,akshayv3,mlv68,1572.3,akshayv3,1930
1424,aman36,aman36,1572.3,aman3245,1930
1425,apoorv024,apoorv024,1572.3,apoorv024,1930
1426,shivamchef,shivam828787,1572.3,shivamchef,1930
1427,Rushu_9978,rushu,1238,rushu_28,1929
1428,C_Rushu,c_rushu,1299,rushu_28,1929
1429,Rahul_Thakur,rahul_thakur,1444,rahul__thakur,1929
1430,Lost_Arrow,lost_arrow,1449,lost_arrow,1929
1431,papan_97,crosshair777,1535,papan_97,1929
1432,krishwish,krishwish,1664,thekrishwish,1929
1433,toretto_,h4ckom,1735,domnic,1929
1434,confused_souls,confusedsouls,1947,arijitiit,1929
1435,Kryoto_Ray,krypto_ray,1571.5,ujjwal_011,1929
1436,tapankumar,lonelyman,1571.5,abysswalkerr,1929
1437,kalyan_005,k_tourist,1571.5,kalyan_005,1929
1438,faraday_anshul,-faraday_anshul-,1571.5,faraday_anshul,1929
1439,awasthishubh,awasthishubh,1571.5,awasthishubh,1929
1440,Nit1n,nit1n,1413,nit1n,1928
1441,Liad,noctambulant,1492,poison08,1928
1442,aanchal204,aanchal_204,1506,aanchal204,1928
1443,gopikrishna000,gopikrishna000,1542,gopikrishna000,1928
1444,Surana,optimizer,1608,shadow__007,1928
1445,aditya,aditya18,1608,volatile_,1928
1446,jashr_123,jash_ranipa,1615,jashr_123,1928
1447,manishsharma__,manishsharmaa__,1641,manishsharma__,1928
1448,AA18,_aa_,1663,aa18,1928
1449,typewriter999,typewriter999,1793,typewriter999,1928
1450,WeirdBugsButOkay,weirdbugsbutokay,1905,shriram_c253,1928
1451,intruder_p,intruder_p,1570.6,intruder_p,1928
1452,Aman_Kumar_20,apcode15,1570.6,apcode15,1928
1453,AsktoAjinkya,asktoajinkya,1570.6,ajin_30,1928
1454,saurabhshadow,saurabhshadow,1570.6,saurabhshadow,1928
1455,shikhar1020jais,,1570.6,shikhar_jais,1928
1456,kuldeepfouzdar,kuldeepfouzdar,1253,kuldeepfouzdar,1927
1457,csevirua,csevirus,1375,csevirus,1927
1458,aditya_stop_stalk,aditya9660sharma,1417,aditya_9660,1927
1459,pratik8696,pratik8696,1446,pratik9686,1927
1460,n0_0,namandamani3112,1455,n0_0,1927
1461,GabrielCamargo,gabrielcamargo,1531,gabrielcamargo,1927
1462,say_ch_ee_zz,say_ch_ee_zz,1616,say_ch_ee_zz,1927
1463,akshay_12001,akshay_12001,1805,akshay_12001,1927
1464,pratikpugalia,pratik.pugalia,1569.8,pratikpugalia,1927
1465,jayeshasawa001,jayeshasawa001,1438,jayeshasawa001,1926
1466,nayakashutosh9,nayakashutosh9,1522,l_o_s_e_r_9,1926
1467,mahade31,mahade31,1602,mahade31,1926
1468,by_kutbilim,by_kutbilim,1634,by_kutbilim,1926
1469,Valkyrie006,valkyrie006,1688,valkyrie006,1926
1470,Rahul990,rahul990,1834,rahul990,1926
1471,LunaticBoxer75,aniketsangwan,1899,aniketsangwan3,1926
1472,EAbdel,lemotherfuckereabdel69,1569,eabdel,1926
1473,rohitkumar0510,rohitkumar0510,1569,rohit05102002,1926
1474,bisht_ash,bisht_ash,1438,ashwat_b,1925
1475,rajhritik,rajhritik,1496,rajhritik_0007,1925
1476,shivam24a_,backbencher24,1628,shivam24a_,1925
1477,yfo,yfo,1682,muto,1925
1478,ishan,ishan.nitj,1709,ishan_nitj,1925
1479,ashutosh_bang,ashutosh_bang,1734,ashutosh_bang,1925
1480,lanuk,lanuk,1568.1,lanukk,1925
1481,piyushmittal25,piyushmittal25,1568.1,pharry,1925
1482,Riddho,riddho,1568.1,riddho,1925
1483,tmuttaqueen,t.muttaqueen,1568.1,t_muttaqueen,1925
1484,Ved_Bhatawadekar,redved,1335,vedcb2001,1924
1485,AA_nairobi,akhil.arza,1500,john_981,1924
1486,pratkpranav,pratkpranav,1548,pratkpranav,1924
1487,mrsac7,mrsac7,1555,mrsac7,1924
1488,nikhil_chopra,nikhil_chopra,1673,nikhil256,1924
1489,samraj2k,ethane,1682,samraj2k,1924
1490,vichitr,vichitr,1977,vichitr,1924
1491,ishabhray,ishabhray,1996,rishab_h,1924
1492,trailblazer995,trailblazer995,1567.3,trailblazer995,1924
1493,nishantc279,nishantc279,1567.3,nishantc279,1924
1494,hpotter97762,hpotter97762,1567.3,hpotter97762,1924
1495,cpmonster,reikiriyama_red,1567.3,ayasherayasher,1924
1496,Anurag__,anurag_20,1354,anurag_20,1923
1497,laxmi_kanth,laxmi_kanth,1449,laxmi_kanth,1923
1498,Abhishekverma7887,abhishekverma7887,1451,abhisek_12345,1923
1499,BhagyaRana,bhagya_rana,1472,bhagya_rana,1923
1500,uk96,uddeshkadu,1565,uk96,1923
1501,akshayjadhav7670,akshayjadhav7670,1661,ajstyles_7670,1923
1502,anil_1,anil_1,1779,anil_7,1923
1503,ishaanmandhar,ishaanmandhar,1566.5,ishaanmandhar,1923
1504,srd091,srd091,1566.5,srd091,1923
1505,Gautam_Shankar,damon2598,1566.5,alpha_better,1923
1506,fardeen123,ss7890,1566.5,fardeen123,1923
1507,AbhinavBisht,abhinavbisht,1566.5,abhinav_bisht,1923
1508,ragwave77,ragwave,1566.5,ragwave77,1923
1509,ragwave,ragwave,1566.5,ragwave77,1923
1510,vijayiota,vijayiota77,1446,vijayiota77,1922
1511,tapan_goyal,evil__coder,1483,tapan_goyal,1922
1512,sksingh,sk_singh,1494,sk_singh,1922
1513,chawla_harsh,chawla_harsh,1501,chawla_harsh,1922
1514,fight_till_end,hacker_mayank,1532,marijuana_loge,1922
1515,saintpopo,saintpopo,1575,saintpopo,1922
1516,jamesbond007nhihu,saintpopo,1575,saintpopo,1922
1517,prince_codes,aspirer-23,1617,prince_codes,1922
1518,aanupam29,aanupam29,1622,aanupam29,1922
1519,shbhm_5301,shbhm_5301,1642,shbhm_53,1922
1520,ved77,ved_rajpoot,1645,vedpratap_77,1922
1521,Yagnik_Shingala,pointer,1776,shingalayagnik,1922
1522,samfisher,samfisher,1828,samfisher,1922
1523,mridul_1809,mridul1809,1910,mridul1809,1922
1524,AboAbdoMC,dr.dendro,2095,b4n4n4s,1922
1525,shubhankarrr,shubhankarrr,1565.6,shubhankar_99,1922
1526,aasom143,aasom143,1565.6,aasom143,1922
1527,apoorva222g,apoorva222g,1565.6,apoorva222g,1922
1528,katil_coder,jvj_iit,1565.6,jvj_iit,1922
1529,tarun8299,tarun8299,1565.6,tarunsharma82,1922
1530,karandeep09,karandeep09,1350,karandeep09,1921
1531,neel71,neel71,1489,neel71,1921
1532,shubham1428,shubham1428,1564,shubham_1428,1921
1533,hafiz_samrat,hafiz_samrat,1582,hafiz_samrat,1921
1534,shounak_dey,shounak,1603,dylandey,1921
1535,hj007,hj007,1605,hansil007,1921
1536,eng_hardik,eng_hardik,1640,eng_hardik,1921
1537,adventurer,shivansh5,1721,shivansh_5,1921
1538,gtpan77,gtpan77,1933,gtpan77,1921
1539,devanshuraj226,devanshurj226,1564.8,devanshuraj226,1921
1540,arpit_bhatt,__brownsand,1564.8,brownsands,1921
1541,amandal799,amandal799,1564.8,amandal799,1921
1542,kurzgesagt,kurzgesagt,1564.8,anmolgarg3112,1921
1543,hars_123,hars123,1564.8,hars123,1921
1544,tushar_1997,tushar_1997,1592,tushar1252,1920
1545,tusharjain0022,tusharjain0022,1603,tusharjain0022,1920
1546,bhavya2921,bhavya2921,1605,bhavya2921,1920
1547,yjgarg,yjgarg,1638,yjgarg,1920
1548,abhishhh1,abhishhh1,1795,abhishhh1,1920
1549,aps554,aps554,1905,aps554,1920
1550,paramk,paramk,1943,paramk,1920
1551,ENIAC,gaurav_2000,1564,gaurav_2000,1920
1552,shaikhitdin,shaikhidoner,1564,shaihitdin,1920
1553,ethanhhunt,ethan,1564,dmishra225,1920
1554,joney000,joney_000,1564,joney_000,1920
1555,dbhrockzz,dbhrockzz,1564,dbhrockzz1,1920
1556,Trans_former,trans_former,1397,transformer16,1919
1557,Ser_Manish,ser_manish,1604,ser_manish,1919
1558,suvidsahay,suvidsahay,1624,suvid,1919
1559,Sudeep9167,sudeepsinghgill,1640,sudeep9167,1919
1560,devil_17,devil_17,1654,devyash17,1919
1561,MartyByrde,martybyrde,1771,mittal_ritvik,1919
1562,katana_handler,katana_handler,1843,katana_handler,1919
1563,sudoSieg,sudosieg,1897,sudowin,1919
1564,raghavjha3311,raghavjha3311,1965,raghavjha3311,1919
1565,shivangchopra11,shivangchopra11,1563.1,shiv11chopra,1919
1566,supernaruto16,supernaruto16,1563.1,supernaruto16,1919
1567,Faizu,zaiaf_rahman,1272,faizu1,1918
1568,_Dark_Knight_,ayushman_500,1370,bahuguna32,1918
1569,manishkc,manishkc,1451,manishkc,1918
1570,HustleAura,hustleaura,1489,hustle_aura,1918
1571,kelvin_0179,kelvin_0179,1552,kelvin_0179,1918
1572,harshitranjan,harshitranjan,1582,harshitranjan,1918
1573,AkM,real_akhil,1562.3,real_akhil,1918
1574,aagamjain04,aagamjain04,1562.3,aagamjain04,1918
1575,rakib_mist,rakib56,1562.3,rakib56,1918
1576,IMTanwir,tanwir2912,1720,tanwir2912,1917
1577,vishal_shrivastava,vishalshrivastava,1750,vishu50,1917
1578,Harsh_Vora,harsh_vora,1786,harsh_10101,1917
1579,ankit0905,ankit0905,1900,ankit_0905,1917
1580,maknunlakme,maknunlakme,1561.5,maknunlakme,1917
1581,Yash_dn,yash_dn,1561.5,grumpyyash,1917
1582,Mukulravi003,mukulravi3,1561.5,mukulravi003,1917
1583,eviebot,eviebot,1561.5,eviebot,1917
1584,Eunoia_1729,kumarraju,1561.5,eunoia_1729,1917
1585,scorpion_ajay,scorpion_ajay,1561.5,scorpion_ajay,1917
1586,shriram_pareek,shrirampareek888,1561.5,rage_king,1917
1587,h1teshtr1path1,h1teshtr1path1,1487,hiteshtr1path1,1916
1588,varungambhir,varun95,1492,varungambhir,1916
1589,the_unseen,the_unseen,1608,the_unseen,1916
1590,anubhabishere,anubhabcodes,1627,anubhabishere,1916
1591,shahed95,shahed_ahmed,1761,shahed95,1916
1592,mamun4122,mamun4122,1921,mamun4122,1916
1593,Ahmedelsisy,ahmedelsisy,1939,ahmedelsisy,1916
1594,nuclode,nuclode,1560.6,nuclode,1916
1595,code_guy22,code_guy22,1560.6,code_guy22,1916
1596,abhishak69,abhishek945,1560.6,abhishek945,1916
1597,sbansalcs,sbansalcs,1560.6,shivam312,1916
1598,Karankamboj,karankamboj,1560.6,karankamboj,1916
1599,HighVoltage,highvoltage,1560.6,paul_souvik,1916
1600,Chamo,chamo,1560.6,chamo,1916
1601,shubh_965,sure_124,1560.6,sbpagire965,1916
1602,mrvikash31j,mrvikash31j,1486,mrvikash31j,1915
1603,shaurya024,shaurya024,1508,shaurya024,1915
1604,Genos,genoss,1516,satya_vart,1915
1605,ishwarendra,ishwarendra,1618,ishwarendra,1915
1606,mdazmat9,mdazmat9,1641,mdazmat9,1915
1607,mightymercado,mightymercado,1677,mightymercado,1915
1608,jagreetdg,v01diejesuzz,1683,jagreetdg,1915
1609,parmjeet5,jaketyler,1559.8,parmjeet5,1915
1610,dharmaraj_82,dp_82,1559.8,dp_82,1915
1611,Anirban_2000,breaking_code,1437,anirban_2000,1914
1612,mostafa_abdullah,mostafa_abdullah11,1561,mostafa_11,1914
1613,suraj279,suraj2792,1615,sinsinwar_code,1914
1614,akshay2411,akshay2411,1652,akshay_2411,1914
1615,ashutosh_aks,ashutosh_aks,1925,ashutosh_aks,1914
1616,bharat2002,bharat1756,2102,bharat2002,1914
1617,sp19,sp19,1559,sp19,1914
1618,i_love_iash,cannabutter,1559,abhihacker02,1914
1619,tyagi_abhishek,tyagi_abhishek,1559,tyagiabhishek,1914
1620,lx_lovin,,1559,devil088,1914
1621,Kkrishna_19,kkrishna_19,1458,kkrishna_23,1913
1622,shaurya_upd,shyamshaurya.upd,1588,shaurya_upd,1913
1623,tarun_,tarun_,1678,tarun_,1913
1624,eskimo,avi-01,1946,a_coder_hack,1913
1625,Sid03,sid03,1558.1,siddharthsahay,1913
1626,meetpr8,meetpr8,1558.1,meet_2301,1913
1627,deepanshu_,dj46,1558.1,unleashed2018,1913
1628,Vk_76,vk_76,1558.1,vk_76,1913
1629,subashmanohari,subashmanohari,1558.1,subash1,1913
1630,DagarNsit2016,dagar,1450,n1n1_4,1912
1631,heiisenbergg,heiisenbergg,1483,heisenbergg,1912
1632,lone_star,lone_star,1488,lone_star,1912
1633,v_legend,infinite_void,1624,v_legend,1912
1634,rkr_725,rkr_725,1557.3,rkr_725,1912
1635,stardex,stardex,1557.3,vedika31,1912
1636,choudharymohit,the-coderx,1557.3,choudharymohit,1912
1637,hitanshu_mehta,hitanshu_mehta,1557.3,hitanshu_mehta,1912
1638,ju_c_anik,ju_c_anik,1479,cju_anik,1911
1639,kaneki99,kaneki99,1573,kaneki99,1911
1640,syed,roet,1608,roeticvampire,1911
1641,morphine7273,baymaxx,1649,tanmoy_datta,1911
1642,tushar666666,tushargupta,1747,tushar666666,1911
1643,shivam04,shivamshekhar010,1858,shivam_0410,1911
1644,yefri97,yefri97,1556.5,yefri97,1911
1645,Prabhakar,prabhakar_987,1556.5,prabhakar_987,1911
1646,sunil786,sunil786,1556.5,sunil786693,1911
1647,xdoodler,sohamchakrabarti,941,nuttela,1910
1648,ashcode0605,ashcode0605,1385,ashcode0605,1910
1649,sid_somani,sid_somani,1387,sid_somani,1910
1650,tonymontaro,tonymontaro,1505,tonymontaro,1910
1651,yadavrohit175,yadavrohit,1574,rohityadav175,1910
1652,shukrant,shukranttyagi,1555.7,shukrant,1910
1653,ashutosh3027,ashutosh3027,1555.7,ashutosh3027,1910
1654,Avalokitesvara,avalokitesvara,1555.7,avalokitesvara,1910
1655,ashuthe1,ashutoshthe1,1366,ashuthe1x,1909
1656,jahid_ict,basic_jahid,1383,jahid_couict,1909
1657,abhi11610192,abhi10001k,1617,abhi10001k,1909
1658,namanbansal013,namanbansal013,1736,namanbansal013,1909
1659,kumargauravsingh,kumargaurav,1873,kumargaurav14,1909
1660,Towfiq379,2fq,1554.8,towfiq379,1909
1661,girinandan_07,girinandan_07,1554.8,girinandan_07,1909
1662,rusted,acin1go,1554.8,aayush1998,1909
1663,bishopmate,sam000013,1195,sam000013,1908
1664,bparul7,bparul999,1436,bparul,1908
1665,viv_shubham,viv_shubham,1646,viv_shubham,1908
1666,rsalesc,rsalesc,2113,rsalesc,1908
1667,aya_cool,aya_cool,1554,aya_cool,1908
1668,itsmesumit,proxcoder,1554,sumitj_,1908
1669,shrabana99,,1554,shrabana99,1908
1670,syROCKS,sy3041432,1554,sameer304,1908
1671,Sameer_Mann,sameer-mann,1415,sameer_mann,1907
1672,timer_011,timer_011,1578,timer_011,1907
1673,Dhruv_Vavliya,dhruv_vavliya,1610,dhruv_vavliya,1907
1674,soul_iconic,soul_iconic,1668,soul_iconic,1907
1675,devangarora,devangarora,1685,devangarora,1907
1676,Rakibul_Hossain,wolve_rine,1772,rakibulhossain,1907
1677,Himadri_Nath,himadri765,1930,himadri765,1907
1678,himadri_coder,coder_himadri,1930,himadri765,1907
1679,aman_goyal,aman_goyal,1553.2,aman_goyal0302,1907
1680,devkumar123,devkumar123,1553.2,devkumar123,1907
1681,marcos_99,marcos_999,1553.2,marcos_99,1907
1682,coder_31,_ankit_31,1419,coder__31,1906
1683,jha_gaurav98,jha_gaurav98,1519,jha_gaurav98,1906
